Date,obs_max,obs_min,zone_id,fc_high_made_daytm1,fc_low_made_daytm1,fc_high_for_dayt,fc_low_for_dayt,fc_high_for_daytp1,fc_low_for_daytp1,fc_high_for_daytp2,fc_low_for_daytp2,fc_high_for_daytp3,fc_low_for_daytp3,obs_risk,fc_risk_dayt,fc_risk_daytp1,fc_risk_daytp2,fc_risk_daytp3,zone_location_name
2022-04-02,8.3,1.5,18,9,2,9,2,9,2,7,3,9,4,1,1,1,1,1,Port Hardy
2022-04-02,8.9,-4.2,19,6,-4,6,-4,6,3,8,-1,5,-1,1,1,1,1,1,Prince George
2022-04-02,6.4,1.6,20,7,4,7,4,8,2,8,4,8,3,1,1,1,1,1,Prince Rupert
2022-04-02,9.8,-0.2,21,9,-1,8,-1,9,-2,7,1,6,-3,1,1,1,1,1,Princeton
2022-04-02,11,-2.3,22,9,-4,10,-4,8,3,12,0,8,2,1,1,1,1,1,Quesnel
2022-04-02,9.6,0.9,23,9,2,9,2,8,1,8,4,8,3,1,1,1,1,1,Revelstoke
2022-04-02,11.4,5.1,24,11,6,10,6,9,6,9,4,12,7,1,1,1,1,1,Vancouver
2022-04-02,13.1,2.1,25,12,1,12,1,13,1,11,5,10,5,1,1,1,1,1,Salmon Arm
2022-04-02,7.5,2.2,26,9,4,9,4,7,3,6,3,9,4,0,1,1,1,1,Sandspit
2022-04-02,6.7,-2.6,27,7,-4,7,-4,8,1,5,0,6,-1,1,1,1,1,1,Smithers
2022-04-02,4.8,0.6,28,6,1,6,1,6,2,6,1,3,2,1,1,1,1,1,Terrace
2022-04-02,13.6,3.2,29,12,2,11,2,13,2,9,5,10,3,1,1,1,1,1,Vernon
2022-04-02,11.5,4.4,30,12,3,11,3,10,6,8,5,11,5,1,1,1,1,1,Victoria
2022-04-02,8,1,31,6,1,5,1,5,1,5,0,7,1,1,1,1,1,1,Whistler
2022-04-02,8.2,-0.6,32,7,-3,7,-3,8,0,12,0,8,2,1,1,1,1,1,Williams Lake
2022-04-03,11.1,6.1,1,10,6,9,6,7,7,11,5,15,0,1,1,1,1,1,Abbotsford
2022-04-03,5.8,-0.4,2,7,0,7,0,6,2,7,0,8,-4,1,1,1,1,1,Blue River
2022-04-03,7,-5.5,3,8,0,8,0,9,-5,6,-1,3,-8,1,1,1,1,1,Burns Lake
2022-04-03,9.1,0.8,4,10,-4,7,-4,8,-1,8,-2,10,-7,1,1,1,1,1,Clinton
2022-04-03,10.8,4.6,5,11,7,12,7,11,6,9,1,11,3,1,1,1,1,1,Comox
2022-04-03,10.4,-3.4,6,10,-2,10,-2,10,4,9,-1,10,-3,1,1,1,1,1,Cranbrook
2022-04-03,11.6,-0.3,7,9,0,10,0,10,5,10,2,11,0,1,1,1,1,1,Creston
2022-04-03,3.7,-5.8,8,2,-4,2,-4,4,-9,5,-5,4,-10,0,1,1,1,1,Dease Lake
2022-04-03,NA,NA,9,3,-9,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Fort Nelson
2022-04-03,10.2,-1.8,10,10,-2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Fort St. John
2022-04-03,17.1,5.6,11,14,5,14,5,11,7,11,4,13,0,1,1,1,1,1,Kamloops
2022-04-03,15.5,1.4,12,13,2,13,2,10,6,9,4,10,0,1,1,1,1,1,Kelowna
2022-04-03,10,4.8,13,11,6,11,6,8,9,11,6,14,-1,1,1,1,1,1,Lytton
2022-04-03,9.5,-0.8,14,10,2,10,2,7,5,10,4,10,1,1,1,1,1,1,Nakusp
2022-04-03,7.5,-1.4,15,11,0,10,0,8,6,10,3,11,-1,1,1,1,1,1,Nelson
2022-04-03,13.8,2.6,16,14,4,13,4,12,7,9,4,10,0,1,1,1,1,1,Penticton
2022-04-03,9.8,1.5,17,11,4,9,4,8,5,11,1,12,0,1,1,1,1,1,Port Alberni
2022-04-03,8,1.2,18,9,2,9,2,7,4,9,4,7,1,1,1,1,1,1,Port Hardy
2022-04-03,8,-4.1,19,6,3,8,3,8,-1,5,-1,6,-8,1,1,1,1,1,Prince George
2022-04-03,7.4,1.7,20,8,2,7,2,8,4,8,3,7,3,1,1,1,1,1,Prince Rupert
2022-04-03,14.5,-1.6,21,9,-2,8,-2,5,1,5,-2,10,-6,1,1,1,1,1,Princeton
2022-04-03,11.1,-1.9,22,8,3,8,3,12,1,8,1,9,-7,1,1,1,1,1,Quesnel
2022-04-03,7.1,-0.8,23,8,1,8,1,7,6,9,3,11,0,1,1,1,1,1,Revelstoke
2022-04-03,7.1,4.9,24,9,6,9,6,8,6,11,5,12,1,1,1,1,1,1,Vancouver
2022-04-03,14.4,2.6,25,13,1,12,1,11,6,12,6,12,-1,1,1,1,1,1,Salmon Arm
2022-04-03,7.4,1,26,7,3,7,3,6,3,9,4,9,4,1,1,1,1,1,Sandspit
2022-04-03,8.1,-2.7,27,8,1,8,1,7,-1,6,-1,3,-8,1,1,1,1,1,Smithers
2022-04-03,NA,NA,28,6,2,6,2,6,1,4,3,3,-2,1,1,1,1,1,Terrace
2022-04-03,14.5,3.2,29,13,2,13,2,10,6,9,4,10,0,1,1,1,1,1,Vernon
2022-04-03,9.2,6.7,30,10,6,10,6,9,5,11,3,11,2,1,1,1,1,1,Victoria
2022-04-03,2.5,1,31,5,1,5,1,2,2,7,2,7,-6,1,1,1,1,1,Whistler
2022-04-03,NA,NA,32,8,0,8,0,8,3,8,1,9,-7,1,1,1,1,1,Williams Lake
2022-04-04,9.3,5.3,1,7,7,8,7,11,6,14,0,18,4,1,1,1,1,1,Abbotsford
2022-04-04,5,-0.1,2,6,2,6,2,7,-1,8,-4,13,-6,1,1,1,1,1,Blue River
2022-04-04,3.6,-8,3,9,-5,7,-5,5,-3,5,-8,10,1,1,1,1,1,1,Burns Lake
2022-04-04,7.2,-0.7,4,8,-1,4,-1,5,-2,9,-7,13,-2,1,1,1,1,1,Clinton
2022-04-04,8.9,5,5,11,6,11,6,11,5,10,2,12,4,1,1,1,1,1,Comox
2022-04-04,10.5,-0.4,6,10,4,9,4,8,0,10,-3,14,-6,1,1,1,1,1,Cranbrook
2022-04-04,8.8,2.8,7,10,5,9,5,8,3,11,1,15,0,1,1,1,1,1,Creston
2022-04-04,5.7,-10.4,8,4,-9,4,-9,4,-5,3,-10,4,-5,0,1,1,1,1,Dease Lake
2022-04-04,4.7,-4.7,9,NA,NA,2,NA,6,-8,8,-3,10,-4,1,1,1,1,1,Fort Nelson
2022-04-04,4.9,-4.2,10,NA,NA,5,NA,8,-4,5,-4,8,-3,1,1,1,1,1,Fort St. John
2022-04-04,13.9,5.8,11,11,7,12,7,11,4,13,2,17,2,1,1,1,1,1,Kamloops
2022-04-04,12.5,4.2,12,10,6,12,6,9,4,10,0,14,0,1,1,1,1,1,Kelowna
2022-04-04,9.9,3.9,13,8,9,8,9,11,7,14,-1,19,3,1,1,1,1,1,Lytton
2022-04-04,7,1.8,14,7,5,8,5,10,4,12,1,13,-1,1,1,1,1,1,Nakusp
2022-04-04,9.3,2.9,15,8,6,10,6,8,3,11,-1,16,-1,1,1,1,1,1,Nelson
2022-04-04,12.6,3.8,16,12,7,12,7,10,5,10,0,14,0,1,1,1,1,1,Penticton
2022-04-04,5.2,1.5,17,8,5,7,5,11,3,11,-1,17,2,1,1,1,1,1,Port Alberni
2022-04-04,7,3.1,18,7,4,7,4,9,4,9,0,12,6,1,1,1,1,1,Port Hardy
2022-04-04,5.6,-5.2,19,8,-1,6,-1,5,-1,6,-7,12,2,1,1,1,1,1,Prince George
2022-04-04,5.9,-1,20,8,4,8,4,8,3,5,2,8,4,1,1,1,1,1,Prince Rupert
2022-04-04,7.9,1.8,21,5,1,5,1,5,-2,9,-5,15,-3,1,1,1,1,1,Princeton
2022-04-04,10.3,-1.3,22,12,1,8,1,8,-1,9,-4,15,4,1,1,1,1,1,Quesnel
2022-04-04,6.2,1,23,7,6,7,6,9,4,11,0,13,-1,1,1,1,1,1,Revelstoke
2022-04-04,7.5,4.5,24,8,6,8,6,11,6,14,2,17,5,1,1,1,1,1,Vancouver
2022-04-04,14.6,6.6,25,11,6,11,6,12,6,11,0,16,0,1,1,1,1,1,Salmon Arm
2022-04-04,NA,NA,26,6,3,6,3,9,4,6,3,9,5,1,1,1,1,1,Sandspit
2022-04-04,4.9,-6.8,27,7,-1,6,-1,6,-1,5,-8,10,1,1,1,1,1,1,Smithers
2022-04-04,NA,NA,28,6,1,6,1,3,3,5,-1,5,2,1,1,1,1,1,Terrace
2022-04-04,12.9,5.9,29,10,6,11,6,9,4,10,0,14,0,1,1,1,1,1,Vernon
2022-04-04,9.8,4.8,30,9,5,8,5,11,6,11,1,14,4,1,1,1,1,1,Victoria
2022-04-04,2.5,0,31,2,2,3,2,7,0,8,-5,13,-2,1,1,1,1,1,Whistler
2022-04-04,NA,NA,32,8,3,8,3,5,0,9,-4,15,4,1,1,1,1,1,Williams Lake
2022-04-05,11.6,4.1,1,11,6,12,6,14,1,17,4,12,7,1,1,1,1,1,Abbotsford
2022-04-05,7.5,-1.3,2,7,-1,6,-1,8,-4,13,-4,6,3,0,1,1,1,1,Blue River
2022-04-05,7.3,-3.9,3,5,-3,5,-3,3,-12,7,0,7,-1,1,1,1,1,1,Burns Lake
2022-04-05,8.2,-3.5,4,5,-2,5,-2,9,-6,16,-2,8,5,1,1,1,1,1,Clinton
2022-04-05,10,4,5,11,5,12,5,10,1,13,6,12,6,1,1,1,1,1,Comox
2022-04-05,9.6,-2.9,6,8,0,8,0,10,-3,15,-4,15,3,1,1,1,1,1,Cranbrook
2022-04-05,11.7,2.1,7,8,3,8,3,11,1,16,2,14,6,1,1,1,1,1,Creston
2022-04-05,3.1,-6.9,8,4,-5,4,-5,3,-10,5,-4,5,-2,0,1,1,1,1,Dease Lake
2022-04-05,9.8,-10.5,9,6,-8,6,-8,8,-3,9,-3,3,1,1,1,1,1,1,Fort Nelson
2022-04-05,9.1,-2.2,10,8,-4,6,-4,6,-4,8,-3,9,0,1,1,1,1,1,Fort St. John
2022-04-05,11.9,1.2,11,11,4,12,4,13,1,18,3,14,10,1,1,1,1,1,Kamloops
2022-04-05,12.8,3.9,12,9,4,8,4,10,0,16,0,13,7,1,1,1,1,1,Kelowna
2022-04-05,11.7,3.8,13,11,7,11,7,14,1,20,4,12,9,1,1,1,1,1,Lytton
2022-04-05,12.8,1.7,14,10,4,10,4,11,1,14,1,10,6,1,1,1,1,1,Nakusp
2022-04-05,10.3,1.9,15,8,3,11,3,13,-1,15,1,13,5,1,1,1,1,1,Nelson
2022-04-05,13.4,3.8,16,10,5,11,5,13,-1,16,0,13,7,1,1,1,1,1,Penticton
2022-04-05,11.2,0.7,17,11,3,11,3,12,-1,18,4,13,5,1,1,1,1,1,Port Alberni
2022-04-05,8.8,1.7,18,9,4,8,4,8,1,12,6,9,5,1,1,1,1,1,Port Hardy
2022-04-05,7.7,-2.7,19,5,-1,5,-1,6,-7,12,2,7,6,1,1,1,1,1,Prince George
2022-04-05,7.7,1.4,20,8,3,7,3,6,3,8,4,7,4,1,1,1,1,1,Prince Rupert
2022-04-05,9,0.1,21,5,-2,5,-2,9,-6,16,-2,7,3,1,1,1,1,1,Princeton
2022-04-05,9.7,-2.9,22,8,-1,8,-1,9,-6,16,4,10,8,1,1,1,1,1,Quesnel
2022-04-05,9,0.9,23,9,4,7,4,11,0,14,1,10,6,0,1,1,1,1,Revelstoke
2022-04-05,12.6,3.4,24,11,6,11,6,13,2,16,6,12,8,1,1,1,1,1,Vancouver
2022-04-05,11.7,3.6,25,12,6,12,6,13,0,16,2,13,7,1,1,1,1,1,Salmon Arm
2022-04-05,NA,NA,26,9,4,8,4,8,3,9,5,9,4,1,1,1,1,1,Sandspit
2022-04-05,7.4,-1.6,27,6,-1,6,-1,4,-8,7,0,7,-1,1,1,1,1,1,Smithers
2022-04-05,7.1,1.3,28,3,3,6,3,4,0,5,2,7,3,1,1,1,1,1,Terrace
2022-04-05,11.5,3,29,9,4,9,4,10,0,16,0,13,7,1,1,1,1,1,Vernon
2022-04-05,12.8,4.7,30,11,6,11,6,11,1,14,5,12,7,1,1,1,1,1,Victoria
2022-04-05,7,0.5,31,7,0,5,0,9,-6,12,0,8,4,1,1,1,1,1,Whistler
2022-04-05,6.8,-0.8,32,5,0,6,0,7,-6,16,4,10,8,1,1,1,1,1,Williams Lake
2022-04-06,13.9,0.5,1,14,1,14,1,19,4,10,9,9,4,1,1,1,1,1,Abbotsford
2022-04-06,7.9,-6.1,2,8,-4,8,-4,13,-4,7,3,4,-5,1,1,1,1,1,Blue River
2022-04-06,4.5,-9.8,3,3,-12,3,-12,9,2,8,2,4,-5,1,1,1,1,1,Burns Lake
2022-04-06,5,-7.8,4,9,-6,7,-6,12,-1,12,5,6,-5,1,1,1,1,1,Clinton
2022-04-06,8.8,0.2,5,10,1,10,1,13,6,11,8,9,3,1,1,1,1,1,Comox
2022-04-06,10.8,-5.1,6,10,-3,10,-3,15,-6,16,4,7,2,1,1,1,1,1,Cranbrook
2022-04-06,12.5,-1.6,7,11,1,11,1,16,1,14,7,9,4,1,1,1,1,1,Creston
2022-04-06,4.1,-10.6,8,3,-10,3,-10,5,-3,4,-4,1,-4,0,1,1,1,1,Dease Lake
2022-04-06,9.1,0.6,9,8,-3,8,-3,9,-3,3,1,0,-1,1,1,1,1,1,Fort Nelson
2022-04-06,8.8,0.3,10,6,-4,6,-4,10,-3,8,2,1,-2,1,1,1,1,1,Fort St. John
2022-04-06,12.8,-2.2,11,13,1,13,1,18,3,14,10,9,3,1,1,1,1,1,Kamloops
2022-04-06,12.8,-3.9,12,10,0,12,0,16,0,15,7,6,2,1,1,1,1,1,Kelowna
2022-04-06,14,-1.7,13,14,1,13,1,20,4,12,10,7,3,1,1,1,1,1,Lytton
2022-04-06,12.1,-0.7,14,11,1,11,1,14,1,11,7,6,3,1,1,1,1,1,Nakusp
2022-04-06,14.9,-0.5,15,13,-1,13,-1,15,1,15,6,8,4,1,1,1,1,1,Nelson
2022-04-06,14.3,-3,16,13,-1,13,-1,17,1,15,7,6,2,1,1,1,1,1,Penticton
2022-04-06,10.3,-1.7,17,12,-1,11,-1,18,4,12,6,8,0,1,1,1,1,1,Port Alberni
2022-04-06,6.4,-0.2,18,8,1,7,1,10,6,9,5,7,2,1,1,1,1,1,Port Hardy
2022-04-06,6.4,-5.9,19,6,-7,5,-7,12,2,10,7,4,-3,1,1,1,1,1,Prince George
2022-04-06,7.4,0.3,20,6,3,6,3,8,4,7,4,6,1,1,1,1,1,1,Prince Rupert
2022-04-06,13.3,-5.3,21,9,-6,10,-6,16,-2,8,3,3,-3,1,1,1,1,1,Princeton
2022-04-06,8.9,-7.1,22,9,-6,9,-6,16,4,9,8,3,-2,1,1,1,1,1,Quesnel
2022-04-06,11.2,-0.5,23,11,0,9,0,13,1,10,7,6,3,1,1,1,1,1,Revelstoke
2022-04-06,11.9,1.6,24,13,2,12,2,16,7,11,9,9,5,1,1,1,1,1,Vancouver
2022-04-06,12.1,-2.1,25,13,0,13,0,16,2,12,9,9,3,1,1,1,1,1,Salmon Arm
2022-04-06,8.4,2.2,26,8,3,7,3,8,4,9,4,7,2,1,1,1,1,1,Sandspit
2022-04-06,4.8,-6.4,27,4,-8,4,-8,9,2,8,2,4,-5,1,1,1,1,1,Smithers
2022-04-06,4.6,-0.7,28,4,0,4,0,5,2,7,3,7,0,1,1,1,1,1,Terrace
2022-04-06,12.8,-0.8,29,10,0,12,0,16,1,15,7,6,2,1,1,1,1,1,Vernon
2022-04-06,11.5,0.7,30,11,1,11,1,14,5,10,7,8,4,1,1,1,1,1,Victoria
2022-04-06,9,-5,31,9,-6,9,-6,12,0,8,3,4,0,1,1,1,1,1,Whistler
2022-04-06,5.7,-6.1,32,7,-6,9,-6,16,4,9,8,3,-2,1,1,1,1,1,Williams Lake
2022-04-07,20.6,6.4,1,19,4,19,4,11,8,8,4,9,3,1,1,1,1,1,Abbotsford
2022-04-07,12.3,-1.1,2,13,-4,13,-4,8,2,2,-5,4,-5,1,1,1,1,1,Blue River
2022-04-07,8.3,-0.5,3,9,2,7,2,5,0,4,-3,6,-2,1,1,1,1,1,Burns Lake
2022-04-07,15.9,2,4,12,-1,10,-1,8,5,6,-5,5,-7,1,1,1,1,1,Clinton
2022-04-07,12.6,5.1,5,13,6,13,6,10,6,6,3,8,0,1,1,1,1,1,Comox
2022-04-07,14.3,-3.2,6,15,-6,14,-6,13,2,6,2,6,-5,1,1,1,1,1,Cranbrook
2022-04-07,15.3,-0.2,7,16,1,16,1,12,5,7,4,8,-1,1,1,1,1,1,Creston
2022-04-07,6.6,-5.9,8,5,-3,6,-3,3,-2,4,-5,2,-7,1,1,1,1,1,Dease Lake
2022-04-07,9.6,-5.4,9,9,-3,9,-3,3,1,-1,-2,-4,-8,0,1,1,1,1,Fort Nelson
2022-04-07,13,-0.6,10,10,-3,10,-3,9,2,1,-2,-7,-9,1,1,1,1,1,Fort St. John
2022-04-07,19,6.7,11,18,3,18,3,14,8,8,2,9,-2,1,1,1,1,1,Kamloops
2022-04-07,17.7,0,12,16,0,16,0,12,7,6,2,8,-3,1,1,1,1,1,Kelowna
2022-04-07,22.1,5.3,13,20,4,19,4,12,9,8,3,7,-2,1,1,1,1,1,Lytton
2022-04-07,11.6,-1.9,14,14,1,14,1,7,5,7,4,7,-1,1,1,1,1,1,Nakusp
2022-04-07,13.1,-0.3,15,15,1,17,1,10,5,7,3,8,-1,1,1,1,1,1,Nelson
2022-04-07,17.7,3.3,16,17,1,18,1,13,9,6,2,8,-3,1,1,1,1,1,Penticton
2022-04-07,14.5,0.7,17,18,4,14,4,10,6,6,0,10,-3,1,1,1,1,1,Port Alberni
2022-04-07,10.8,5.9,18,10,6,9,6,9,5,7,2,8,1,1,1,1,1,1,Port Hardy
2022-04-07,12.6,0.8,19,12,2,12,2,8,8,2,-5,1,-5,1,1,1,1,1,Prince George
2022-04-07,6.3,2.8,20,8,4,7,4,6,4,7,2,9,2,1,1,1,1,1,Prince Rupert
2022-04-07,21.3,1.9,21,16,-2,16,-2,8,3,3,-5,4,-5,1,1,1,1,1,Princeton
2022-04-07,15,4.9,22,16,4,12,4,9,8,3,-4,1,-4,1,1,1,1,1,Quesnel
2022-04-07,13.1,-1.1,23,13,1,12,1,10,5,5,3,6,-1,1,1,1,1,1,Revelstoke
2022-04-07,17.6,5.9,24,16,7,15,7,10,8,9,6,9,2,1,1,1,1,1,Vancouver
2022-04-07,16.1,0.6,25,16,2,17,2,13,7,7,2,8,-3,1,1,1,1,1,Salmon Arm
2022-04-07,7.3,5.3,26,8,4,8,4,6,4,7,2,7,2,0,1,1,1,1,Sandspit
2022-04-07,5.7,-0.2,27,9,2,8,2,6,2,4,-3,6,-2,1,1,1,1,1,Smithers
2022-04-07,0.6,-0.1,28,5,2,2,2,4,1,5,-1,10,-1,1,1,1,1,1,Terrace
2022-04-07,16.2,2.4,29,16,1,16,1,12,7,6,2,8,-3,1,1,1,1,1,Vernon
2022-04-07,16.5,4,30,14,5,13,5,11,7,8,4,9,0,1,1,1,1,1,Victoria
2022-04-07,15.1,-1.3,31,12,0,13,0,8,4,5,-1,4,-6,1,1,1,1,1,Whistler
2022-04-07,13.3,3.3,32,16,4,12,4,9,8,3,-4,1,-4,1,1,1,1,1,Williams Lake
2022-04-08,14.4,5.1,1,11,8,10,8,8,4,9,2,12,-1,1,1,1,1,1,Abbotsford
2022-04-08,12.3,0.8,2,8,2,9,2,4,-2,3,-5,4,-9,0,1,1,1,1,Blue River
2022-04-08,8,-0.7,3,5,0,7,0,2,-10,7,-4,5,-6,1,1,1,1,1,Burns Lake
2022-04-08,11.3,0,4,8,5,8,5,4,-3,5,-7,5,-8,1,1,1,1,1,Clinton
2022-04-08,11.8,5.4,5,10,6,8,6,6,2,8,0,9,1,1,1,1,1,1,Comox
2022-04-08,13.6,-1.5,6,13,2,13,2,5,1,5,-3,5,-5,1,1,1,1,1,Cranbrook
2022-04-08,15.4,4.4,7,12,5,12,5,8,3,8,0,9,-2,0,1,1,1,1,Creston
2022-04-08,3.9,-4.5,8,3,-2,4,-2,4,-7,1,-6,-5,-11,0,1,1,1,1,Dease Lake
2022-04-08,7.1,1.3,9,3,1,2,1,4,-2,0,-7,-8,-12,1,1,1,1,1,Fort Nelson
2022-04-08,7.3,0.4,10,9,2,10,2,1,-1,-3,-8,-8,-12,1,1,1,1,1,Fort St. John
2022-04-08,16.6,6.3,11,14,8,13,8,7,2,9,-1,9,-1,1,1,1,1,1,Kamloops
2022-04-08,16.2,3.9,12,12,7,13,7,7,1,7,-3,8,-3,1,1,1,1,1,Kelowna
2022-04-08,15,7.1,13,12,9,14,9,9,4,8,2,9,0,1,1,1,1,1,Lytton
2022-04-08,11.4,1.2,14,7,5,10,5,8,3,8,-1,9,-1,0,1,1,1,1,Nakusp
2022-04-08,13,3.2,15,10,5,14,5,8,2,7,-1,9,-2,1,1,1,1,1,Nelson
2022-04-08,17.6,8.5,16,13,9,15,9,9,3,7,-3,8,-3,1,1,1,1,1,Penticton
2022-04-08,12.3,2.4,17,10,6,9,6,8,0,10,-2,11,-2,1,1,1,1,1,Port Alberni
2022-04-08,9.8,2.5,18,9,5,9,5,7,2,9,1,10,0,1,1,1,1,1,Port Hardy
2022-04-08,11.5,3,19,8,8,8,8,3,-4,2,-4,0,-9,1,1,1,1,1,Prince George
2022-04-08,7.7,3.1,20,6,4,6,4,6,2,8,0,7,0,1,1,1,1,1,Prince Rupert
2022-04-08,12.6,4.2,21,8,3,8,3,3,-4,4,-6,6,-6,1,1,1,1,1,Princeton
2022-04-08,13.3,4.7,22,9,8,10,8,4,-3,2,-4,4,-7,1,1,1,1,1,Quesnel
2022-04-08,12.4,2.1,23,10,5,10,5,7,3,5,-1,7,-1,1,1,1,1,1,Revelstoke
2022-04-08,11.6,4.6,24,10,8,10,8,8,4,9,3,12,3,1,1,1,1,1,Vancouver
2022-04-08,16.8,4.6,25,13,7,12,7,7,3,8,-1,9,0,1,1,1,1,1,Salmon Arm
2022-04-08,8.7,1.7,26,6,4,7,4,5,2,9,2,7,2,1,1,1,1,1,Sandspit
2022-04-08,7.3,-0.1,27,6,2,7,2,3,-4,7,-4,5,-6,1,1,1,1,1,Smithers
2022-04-08,5.7,-0.1,28,4,1,6,1,5,-1,9,-1,9,-1,1,1,1,1,1,Terrace
2022-04-08,15.9,5.5,29,12,7,12,7,4,1,7,-3,8,-3,1,1,1,1,1,Vernon
2022-04-08,12.8,5.9,30,11,7,10,7,8,3,9,1,10,0,1,1,1,1,1,Victoria
2022-04-08,7.7,1,31,8,4,7,4,4,0,5,-5,5,-4,1,1,1,1,1,Whistler
2022-04-08,9.7,1.6,32,9,8,10,8,4,-3,2,-4,4,-7,1,1,1,1,1,Williams Lake
2022-04-09,10.2,4.4,1,8,4,10,4,9,2,13,1,8,4,1,1,1,1,1,Abbotsford
2022-04-09,6.3,-3.9,2,4,-2,4,-2,4,-3,4,-10,3,-10,1,1,1,1,1,Blue River
2022-04-09,5.7,-6.2,3,2,-10,4,-10,5,-3,6,-8,1,-7,1,1,1,1,1,Burns Lake
2022-04-09,2.4,-6.1,4,4,-3,3,-3,3,-5,6,-6,7,-7,1,1,1,1,1,Clinton
2022-04-09,8.4,2.1,5,6,2,8,2,7,2,10,2,8,2,1,1,1,1,1,Comox
2022-04-09,7.5,-0.4,6,5,1,7,1,4,-3,5,-5,0,-5,1,1,1,1,1,Cranbrook
2022-04-09,11.4,0.6,7,8,3,8,3,6,0,7,-1,3,-2,1,1,1,1,1,Creston
2022-04-09,3.5,-4.1,8,4,-7,3,-7,0,-6,-7,-12,-4,-14,1,1,1,1,1,Dease Lake
2022-04-09,6,-1.3,9,4,-2,5,-2,1,-8,-8,-13,-8,-14,1,1,1,1,1,Fort Nelson
2022-04-09,3.9,-2.8,10,1,-1,3,-1,1,-6,-6,-12,-9,-16,1,1,1,1,1,Fort St. John
2022-04-09,8.5,-0.9,11,7,2,8,2,9,-1,11,-4,10,-2,1,1,1,1,1,Kamloops
2022-04-09,6.4,0.4,12,7,1,7,1,8,0,10,-2,9,-3,1,1,1,1,1,Kelowna
2022-04-09,11.5,2.6,13,9,4,8,4,8,2,11,-2,7,1,1,1,1,1,1,Lytton
2022-04-09,10.7,-2.2,14,8,3,8,3,7,0,9,-2,8,-2,1,1,1,1,1,Nakusp
2022-04-09,10.8,1.2,15,8,2,9,2,7,0,8,-1,4,-2,1,1,1,1,1,Nelson
2022-04-09,10.8,1.8,16,9,3,9,3,9,1,10,-2,9,-3,1,1,1,1,1,Penticton
2022-04-09,10.5,-1.9,17,8,0,10,0,8,-3,11,-1,8,-1,1,1,1,1,1,Port Alberni
2022-04-09,6.6,0.2,18,7,2,7,2,8,1,10,0,7,1,1,1,1,1,1,Port Hardy
2022-04-09,6.6,-3.3,19,3,-4,3,-4,3,-4,3,-8,-1,-8,1,1,1,1,1,Prince George
2022-04-09,5.4,-0.4,20,6,2,6,2,8,0,4,0,8,0,1,1,1,1,1,Prince Rupert
2022-04-09,7.6,-1.9,21,3,-4,5,-4,4,-5,7,-6,3,-4,1,1,1,1,1,Princeton
2022-04-09,5.5,-4.1,22,4,-3,6,-3,6,-1,6,-8,6,-4,1,1,1,1,1,Quesnel
2022-04-09,9.4,-1.1,23,7,3,7,3,7,-1,7,-3,5,-3,1,1,1,1,1,Revelstoke
2022-04-09,11.3,2.6,24,8,4,10,4,9,2,11,1,9,5,1,1,1,1,1,Vancouver
2022-04-09,10.5,-1.4,25,7,3,9,3,8,0,9,-2,9,-3,1,1,1,1,1,Salmon Arm
2022-04-09,6.2,-0.2,26,5,2,5,2,9,0,7,2,7,-1,1,1,1,1,1,Sandspit
2022-04-09,5.8,-5.3,27,3,-4,3,-4,7,-3,6,-8,1,-7,1,1,1,1,1,Smithers
2022-04-09,7.4,-0.7,28,5,-1,5,-1,9,-1,7,-2,6,0,1,1,1,1,1,Terrace
2022-04-09,9,-1,29,4,1,7,1,7,-1,10,-2,9,-3,1,1,1,1,1,Vernon
2022-04-09,10.7,2.4,30,8,3,10,3,8,2,11,3,8,3,1,1,1,1,1,Victoria
2022-04-09,6,-2,31,4,0,5,0,5,-5,7,-3,2,-2,1,1,1,1,1,Whistler
2022-04-09,4,-3.5,32,4,-3,3,-3,3,-4,6,-8,6,-4,1,1,1,1,1,Williams Lake
2022-04-10,10.5,1.8,1,9,2,9,2,13,1,9,4,11,1,1,1,1,1,1,Abbotsford
2022-04-10,6,-6.4,2,4,-3,3,-3,3,-9,3,-10,2,-10,0,1,1,1,1,Blue River
2022-04-10,6.1,-6.2,3,5,-3,5,-3,4,-14,0,-7,1,-8,1,1,1,1,1,Burns Lake
2022-04-10,3.7,-8.7,4,3,-5,2,-5,3,-8,6,-8,5,-5,1,1,1,1,1,Clinton
2022-04-10,6.9,3.1,5,7,2,7,2,10,2,6,2,7,2,1,1,1,1,1,Comox
2022-04-10,7.1,-5.1,6,4,-3,4,-3,3,-5,0,-5,1,-6,1,1,1,1,1,Cranbrook
2022-04-10,6.3,-0.7,7,6,0,6,0,6,-1,3,-1,3,-2,1,1,1,1,1,Creston
2022-04-10,2.6,-6,8,0,-6,0,-6,-7,-11,-4,-16,-3,-14,0,1,1,1,1,Dease Lake
2022-04-10,-0.5,-7.3,9,1,-8,-1,-8,-8,-13,-6,-15,-4,-15,0,1,1,1,1,Fort Nelson
2022-04-10,4.3,-6.7,10,1,-6,0,-6,-7,-9,-8,-15,-7,-15,1,1,1,1,1,Fort St. John
2022-04-10,9.8,-3.6,11,9,-1,9,-1,9,-3,8,-1,8,1,1,1,1,1,1,Kamloops
2022-04-10,9.3,-3.6,12,8,0,7,0,7,-2,8,-2,7,-1,1,1,1,1,1,Kelowna
